trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
326,False,"{'a': 0.5, 'e': 0.07368176001776583}",20,8,15.734568954472458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.07309465747898901}",25,13,11.308071066414755,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.07251223302324053}",20,13,13.317052374642548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.07193444937515645}",30,17,26.5435974764115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.07136126955638605}",35,20,22.928764452777095,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.0707926568832253}",25,1,18.018602925826062,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.07022857496426901}",20,5,14.289623748560299,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.06966898769808184}",25,9,29.121544412457506,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.06911385927088774}",25,12,25.415015204582097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,19,11.409987425166237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.06801683710293688}",30,9,-0.4157310481455383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.0674748731523869}",25,17,14.65536782041923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.06693722761675015}",25,14,22.163130189691252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.06640386608652883}",20,2,32.586867341868555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,5,13.455807623305953,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.06534985877304565}",20,0,35.60266383586496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.06482914553295596}",30,20,18.70982333282101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.06431258138030878}",25,11,13.316484909369354,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.063800133254822}",25,13,19.01418849260622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.0632917683596407}",25,17,-0.17097029042590517,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.06278745415923806}",25,14,25.194265921723073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.0622871583773331}",20,7,22.740941613449312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.061790848994825016}",25,11,28.10985774060888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.061298494247743925}",25,8,28.23508805046994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.06081006262521795}",20,0,35.122282142795804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.06032552286745654}",20,10,18.982652897869837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.059844843963749825}",25,5,31.789552159512183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.05936799515048385}",35,18,30.157021079580574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.05889494590917182}",30,12,23.91117911480343,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,7,13.404576271613074,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.057960125282394234}",25,5,35.829426294709386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.057498294068089484}",25,11,-12.090864261526779,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.057040142764231215}",20,10,-2.633628612484297,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.056585642048979604}",30,17,22.129984250609432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,7,17.71430447371944,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.05568747626326995}",25,8,19.899484813241173,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.055243753709895045}",25,15,21.398397618736137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.054803566775614154}",25,10,14.968427819217997,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.05436688728831322}",20,13,13.86171025766355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.05393368730035602}",30,2,17.06234375413105,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.05350393908679544}",30,6,28.77751089276892,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.053077615143599134}",20,13,14.48270504560896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.05265468818588921}",25,14,23.12225325754703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.05223513114619603}",30,18,23.928319063798774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.05181891717272583}",30,10,36.344696778388304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.051406019627642255}",30,3,48.39614175032031,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.050996412085361466}",25,14,18.7489233900287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.05059006833086096}",20,11,16.725852223188696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.050186962358001734}",20,0,28.11881123998409,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,8,27.187998506870574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.049390360767095715}",25,19,13.192995781747236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.0489968141662752}",20,13,-7.158503861918239,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.048606403378285604}",20,14,12.662358860717639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.04821910341670324}",20,13,13.50492429647664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.04783488949419837}",20,13,10.29149656373124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.0474537370209488}",35,16,27.280239208202715,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.04707562160306615}",25,17,12.79965378562366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.04670051904103461}",25,7,-31.293847616826152,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.046328405328162174}",25,18,14.21223715122561,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.045959256649044204}",25,8,29.54672213992541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.045593049378039235}",20,8,22.623726335719546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.04522976007775692}",30,19,17.58169367893501,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.04486936549755803}",20,0,36.78737855967542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.04451184257206644}",20,12,12.308880659897087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.04415716841969286}",20,16,8.552820754317075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.04380532034117049}",20,9,23.309412309745035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.04345627581810221}",20,7,-16.105433383536887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.043110012511519386}",20,0,31.47387264629008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.04276650826045222}",25,7,24.638282845362546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.042425741080511385}",30,8,35.11679360414087,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.042087689162481054}",35,28,11.803163034649664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.04175233087092308}",25,2,-10.33743276796683,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.04141964474279235}",20,8,17.03003637394024,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.04108960948606308}",20,7,24.20163614940517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.04076220397836621}",20,0,30.303543768032053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.04043740726563748}",20,2,28.765216624450048,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.040115198560776416}",30,6,40.26102589233423,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.039795557242315927}",25,8,28.721241152308533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.039478462853102525}",20,10,18.122345937143127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,16,7.576592234891081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.03885183384752591}",25,8,35.28556855760551,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.03854225912669246}",20,6,21.314714383659407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.03823515112359889}",25,13,25.444013675038278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.0379304901832282}",35,2,0.23152031860185085,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.0376282568071762}",35,23,-18.293095087711237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
411,False,"{'a': 0.5, 'e': 0.03732843165240367}",30,14,7.9610376618371745,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.037030995529998355}",25,17,17.083204392194386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.0367359294039469}",20,12,16.127402614184845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.036443214389916524}",30,15,17.454778565758208,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.03615283175404641}",20,14,11.78176246018738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.03586476291174875}",25,4,37.943509438086025,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.03557898942651932}",25,12,24.071189161853507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.03529549300875749}",20,1,0.4498650083837836,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.035014255514595784}",25,11,28.768966906661102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.03473525894473856}",25,11,25.017558244545867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.034458485443310136}",20,16,8.34465333311361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.034183917296711934}",30,21,13.74263847609726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.033911536932488856}",30,16,28.470106197780662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.03364132691820462}",20,7,24.149518434981776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.03337326996032608}",20,11,17.927354209960985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.03310734890311644}",20,0,25.215517987980718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.03284354672753726}",20,13,-31.401889626912077,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.03258184655015926}",20,0,21.600062018759186,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.03232223162208177}",20,7,13.373537273698888,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,2,20.94059971254633,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.03180919118444552}",20,13,11.83990687961332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.03155573284012364}",20,0,28.456479243353563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.03130429407347458}",20,15,-3.553312134070026,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.03105485879233143}",20,12,14.848372938520944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.030807411032751076}",25,0,11.771076671427087,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.030561934957992438}",30,19,18.32711201929148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.03031841485750294}",20,9,21.077003865717238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.03007683514591303}",20,14,11.010535595970788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.029837180362038706}",20,10,19.191277144955492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.029599435167892}",35,16,23.959092204261506,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.029363584347699333}",20,3,-37.01434285891365,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.02912961280692771}",20,13,13.543766566807268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.028897505571318663}",20,12,13.778332544643606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.02866724778592988}",30,16,28.39445006600463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.028438824714184505}",20,14,11.731792462401154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.02821222173692798}",20,8,19.530038285447297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.027987424351492405}",30,21,10.633523712326605,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.02776441817076839}",20,0,-16.78540499144694,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.02754318892228425}",30,8,32.73393467228461,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,3,-12.7658267697933,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.027106004699864013}",25,12,-16.990615008273075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.5, 'e': 0.026890021745988462}",20,0,28.316826947835835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.026675759762683132}",20,0,24.984194494797485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.026463205037107963}",25,11,27.581088297041166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.02625234396568796}",25,13,-0.23664249330970222,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.02604316305324258}",25,16,14.477591045052629,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.025835648912122026}",20,9,21.726082649793735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.02562978826135044}",20,10,16.34910473657282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.025425567925775893}",20,10,-3.5339720113822546,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.025222974835227212}",20,10,20.377272969599186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.025021996023677443}",25,19,11.816047060286888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.02482261862841405}",20,9,21.16511806855163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.024624829889215685}",20,13,15.013551419158755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.024428617147535518}",25,0,40.69979116076819,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,6,22.89651275311502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.024040869526060712}",20,6,25.06813355123807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.023849309830285947}",25,2,40.327579685724196,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.0236592764984809}",35,21,26.362848206991636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.023470757368447476}",30,12,34.28645109667632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.023283740374897}",20,8,25.52063630482185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.02309821354867805}",30,12,31.202440798702256,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.022914165016010422}",25,17,15.362606050571843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.022731582997725205}",20,8,21.133874089112563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.022550455808510905}",25,15,16.509812435392877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,12,15.327300931323016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.022192519640854974}",20,7,21.024680005231684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.02201568775437644}",20,3,28.228981503362842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.021840264879428885}",20,13,14.63498566457678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.02166623978888844}",25,20,12.306046416521628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,0,32.317228299678376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.02132233849911398}",25,11,13.975930461975214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.021152440290080017}",20,16,5.910058266731938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.02098389584444467}",20,12,14.524922623978153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.020816694375305884}",30,18,28.85280214216778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.020650825181712566}",30,16,26.24825642037291,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.020486277647979705}",30,16,13.110707051071618,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.020323041243008984}",20,12,14.680538303193057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.02016110551961476}",30,12,34.24214712008343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.02000046011385546}",30,13,29.237511816697566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.019841094744370288}",25,7,32.615496650870874,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.019682999211721196}",25,2,29.81942963117885,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.019526163397740135}",20,7,27.370726637166957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.01937057726488147}",25,14,24.574466755712926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.019216230855579598}",25,14,19.966408588144958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.019063114291611637}",30,19,20.103111590400008,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.018911217773465227}",25,13,22.368972132590002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.018760531579711363}",20,14,10.694467873370819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.01861104606638221}",35,24,20.810901586480856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.018462751666353888}",20,10,7.362537599288465,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.01831563888873418}",20,14,15.50453838182688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0181696983182551}",20,13,13.627605177220111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.01802492061467033}",25,3,1.2291074620256455,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.5, 'e': 0.017881296512157415}",25,0,39.251388881914366,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.017738816818724773}",30,20,17.277621065746864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.017597472415623393}",20,13,10.688020146478195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.01745725425676323}",20,7,-16.131650529812738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.017318153368134255}",30,11,38.37257574216866,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.017180160847232114}",30,16,26.393724143647212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.017043267862488373}",20,6,20.684527871067186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.01690746565270528}",25,9,-11.790753704447713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
